"No.","Time","Source","Destination","Protocol","Length","Info"
"88","4.001670263","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=2918 Ack=914 Win=512 Len=90 TSval=3830932914 TSecr=3830932914"
"89","4.001683406","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=3008 Ack=914 Win=512 Len=1 TSval=3830932914 TSecr=3830932914"
"90","4.001713763","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=914 Ack=3009 Win=9340 Len=0 TSval=3830932914 TSecr=3830932914"
"91","4.001781237","localhost","localhost","TCP","122","34752  >  49152 [PSH, ACK] Seq=914 Ack=3009 Win=9340 Len=56 TSval=3830932914 TSecr=3830932914"
"92","4.001792303","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=970 Ack=3009 Win=9340 Len=1 TSval=3830932914 TSecr=3830932914"
"93","4.001859326","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=3009 Ack=971 Win=512 Len=0 TSval=3830932914 TSecr=3830932914"
"94","4.001932223","localhost","localhost","TCP","270","49152  >  34752 [PSH, ACK] Seq=3009 Ack=971 Win=512 Len=204 TSval=3830932914 TSecr=3830932914"
"95","4.001945958","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=3213 Ack=971 Win=512 Len=1 TSval=3830932914 TSecr=3830932914"
"96","4.001964979","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=971 Ack=3214 Win=9340 Len=0 TSval=3830932914 TSecr=3830932914"
"97","6.001190243","localhost","localhost","TCP","128","34752  >  49152 [PSH, ACK] Seq=971 Ack=3214 Win=9340 Len=62 TSval=3830934914 TSecr=3830932914"
"98","6.001258202","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1033 Ack=3214 Win=9340 Len=1 TSval=3830934914 TSecr=3830932914"
"99","6.001297889","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=3214 Ack=1034 Win=512 Len=0 TSval=3830934914 TSecr=3830934914"
"100","6.001356389","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=3214 Ack=1034 Win=512 Len=90 TSval=3830934914 TSecr=3830934914"
"101","6.001374345","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=3304 Ack=1034 Win=512 Len=1 TSval=3830934914 TSecr=3830934914"
"102","6.001464115","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1034 Ack=3305 Win=9340 Len=0 TSval=3830934914 TSecr=3830934914"
"103","6.001561195","localhost","localhost","TCP","124","34752  >  49152 [PSH, ACK] Seq=1034 Ack=3305 Win=9340 Len=58 TSval=3830934914 TSecr=3830934914"
"104","6.001591066","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1092 Ack=3305 Win=9340 Len=1 TSval=3830934914 TSecr=3830934914"
"105","6.001645640","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=3305 Ack=1093 Win=512 Len=0 TSval=3830934914 TSecr=3830934914"
"106","6.001753589","localhost","localhost","TCP","439","49152  >  34752 [PSH, ACK] Seq=3305 Ack=1093 Win=512 Len=373 TSval=3830934914 TSecr=3830934914"
"107","6.001772294","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=3678 Ack=1093 Win=512 Len=1 TSval=3830934914 TSecr=3830934914"
"108","6.001821003","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1093 Ack=3679 Win=9340 Len=0 TSval=3830934914 TSecr=3830934914"
"109","6.001952668","localhost","localhost","TCP","128","34752  >  49152 [PSH, ACK] Seq=1093 Ack=3679 Win=9340 Len=62 TSval=3830934914 TSecr=3830934914"
"110","6.001995230","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1155 Ack=3679 Win=9340 Len=1 TSval=3830934914 TSecr=3830934914"
"111","6.002055116","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=3679 Ack=1156 Win=512 Len=0 TSval=3830934914 TSecr=3830934914"
"112","6.002123933","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=3679 Ack=1156 Win=512 Len=90 TSval=3830934915 TSecr=3830934914"
"113","6.002142628","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=3769 Ack=1156 Win=512 Len=1 TSval=3830934915 TSecr=3830934914"
"114","6.002202154","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1156 Ack=3770 Win=9340 Len=0 TSval=3830934915 TSecr=3830934915"
"115","6.002276579","localhost","localhost","TCP","122","34752  >  49152 [PSH, ACK] Seq=1156 Ack=3770 Win=9340 Len=56 TSval=3830934915 TSecr=3830934915"
"116","6.002305287","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1212 Ack=3770 Win=9340 Len=1 TSval=3830934915 TSecr=3830934915"
"117","6.002364906","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=3770 Ack=1213 Win=512 Len=0 TSval=3830934915 TSecr=3830934915"
"118","6.002461402","localhost","localhost","TCP","270","49152  >  34752 [PSH, ACK] Seq=3770 Ack=1213 Win=512 Len=204 TSval=3830934915 TSecr=3830934915"
"119","6.002480732","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=3974 Ack=1213 Win=512 Len=1 TSval=3830934915 TSecr=3830934915"
"120","6.002523114","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1213 Ack=3975 Win=9340 Len=0 TSval=3830934915 TSecr=3830934915"
"121","8.001258590","localhost","localhost","TCP","128","34752  >  49152 [PSH, ACK] Seq=1213 Ack=3975 Win=9340 Len=62 TSval=3830936914 TSecr=3830934915"
"122","8.001330909","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1275 Ack=3975 Win=9340 Len=1 TSval=3830936914 TSecr=3830934915"
"123","8.001376069","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=3975 Ack=1276 Win=512 Len=0 TSval=3830936914 TSecr=3830936914"
"124","8.001439493","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=3975 Ack=1276 Win=512 Len=90 TSval=3830936914 TSecr=3830936914"
"125","8.001462395","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=4065 Ack=1276 Win=512 Len=1 TSval=3830936914 TSecr=3830936914"
"126","8.001609513","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1276 Ack=4066 Win=9340 Len=0 TSval=3830936914 TSecr=3830936914"
"127","8.001737719","localhost","localhost","TCP","124","34752  >  49152 [PSH, ACK] Seq=1276 Ack=4066 Win=9340 Len=58 TSval=3830936914 TSecr=3830936914"
"128","8.001780023","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1334 Ack=4066 Win=9340 Len=1 TSval=3830936914 TSecr=3830936914"
"129","8.001837691","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=4066 Ack=1335 Win=512 Len=0 TSval=3830936914 TSecr=3830936914"
"130","8.001944266","localhost","localhost","TCP","439","49152  >  34752 [PSH, ACK] Seq=4066 Ack=1335 Win=512 Len=373 TSval=3830936914 TSecr=3830936914"
"131","8.001961873","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=4439 Ack=1335 Win=512 Len=1 TSval=3830936914 TSecr=3830936914"
"132","8.002009735","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1335 Ack=4440 Win=9340 Len=0 TSval=3830936914 TSecr=3830936914"
"133","8.002189926","localhost","localhost","TCP","128","34752  >  49152 [PSH, ACK] Seq=1335 Ack=4440 Win=9340 Len=62 TSval=3830936915 TSecr=3830936914"
"134","8.002218676","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1397 Ack=4440 Win=9340 Len=1 TSval=3830936915 TSecr=3830936914"
"135","8.002272535","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=4440 Ack=1398 Win=512 Len=0 TSval=3830936915 TSecr=3830936915"
"136","8.002314708","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=4440 Ack=1398 Win=512 Len=90 TSval=3830936915 TSecr=3830936915"
"137","8.002330542","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=4530 Ack=1398 Win=512 Len=1 TSval=3830936915 TSecr=3830936915"
"138","8.002372491","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1398 Ack=4531 Win=9340 Len=0 TSval=3830936915 TSecr=3830936915"
"139","8.002446828","localhost","localhost","TCP","122","34752  >  49152 [PSH, ACK] Seq=1398 Ack=4531 Win=9340 Len=56 TSval=3830936915 TSecr=3830936915"
"140","8.002473835","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1454 Ack=4531 Win=9340 Len=1 TSval=3830936915 TSecr=3830936915"
"141","8.002530936","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=4531 Ack=1455 Win=512 Len=0 TSval=3830936915 TSecr=3830936915"
"142","8.002617241","localhost","localhost","TCP","270","49152  >  34752 [PSH, ACK] Seq=4531 Ack=1455 Win=512 Len=204 TSval=3830936915 TSecr=3830936915"
"143","8.002633665","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=4735 Ack=1455 Win=512 Len=1 TSval=3830936915 TSecr=3830936915"
"144","8.002651882","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1455 Ack=4736 Win=9340 Len=0 TSval=3830936915 TSecr=3830936915"
"145","10.001071662","localhost","localhost","TCP","128","34752  >  49152 [PSH, ACK] Seq=1455 Ack=4736 Win=9340 Len=62 TSval=3830938913 TSecr=3830936915"
"146","10.001110374","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1517 Ack=4736 Win=9340 Len=1 TSval=3830938914 TSecr=3830936915"
"147","10.001134536","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=4736 Ack=1518 Win=512 Len=0 TSval=3830938914 TSecr=3830938913"
"148","10.001185893","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=4736 Ack=1518 Win=512 Len=90 TSval=3830938914 TSecr=3830938913"
"149","10.001199960","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=4826 Ack=1518 Win=512 Len=1 TSval=3830938914 TSecr=3830938913"
"150","10.001225687","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1518 Ack=4827 Win=9340 Len=0 TSval=3830938914 TSecr=3830938914"
"151","10.001266443","localhost","localhost","TCP","124","34752  >  49152 [PSH, ACK] Seq=1518 Ack=4827 Win=9340 Len=58 TSval=3830938914 TSecr=3830938914"
"152","10.001287674","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1576 Ack=4827 Win=9340 Len=1 TSval=3830938914 TSecr=3830938914"
"153","10.001335714","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=4827 Ack=1577 Win=512 Len=0 TSval=3830938914 TSecr=3830938914"
"154","10.001447383","localhost","localhost","TCP","439","49152  >  34752 [PSH, ACK] Seq=4827 Ack=1577 Win=512 Len=373 TSval=3830938914 TSecr=3830938914"
"155","10.001461962","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=5200 Ack=1577 Win=512 Len=1 TSval=3830938914 TSecr=3830938914"
"156","10.001482813","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1577 Ack=5201 Win=9340 Len=0 TSval=3830938914 TSecr=3830938914"
"157","10.001548495","localhost","localhost","TCP","128","34752  >  49152 [PSH, ACK] Seq=1577 Ack=5201 Win=9340 Len=62 TSval=3830938914 TSecr=3830938914"
"158","10.001564157","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1639 Ack=5201 Win=9340 Len=1 TSval=3830938914 TSecr=3830938914"
"159","10.001630319","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=5201 Ack=1640 Win=512 Len=0 TSval=3830938914 TSecr=3830938914"
"160","10.001666077","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=5201 Ack=1640 Win=512 Len=90 TSval=3830938914 TSecr=3830938914"
"161","10.001679615","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=5291 Ack=1640 Win=512 Len=1 TSval=3830938914 TSecr=3830938914"
"162","10.001724788","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1640 Ack=5292 Win=9340 Len=0 TSval=3830938914 TSecr=3830938914"
"163","10.001764798","localhost","localhost","TCP","122","34752  >  49152 [PSH, ACK] Seq=1640 Ack=5292 Win=9340 Len=56 TSval=3830938914 TSecr=3830938914"
"164","10.001787313","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1696 Ack=5292 Win=9340 Len=1 TSval=3830938914 TSecr=3830938914"
"165","10.001845738","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=5292 Ack=1697 Win=512 Len=0 TSval=3830938914 TSecr=3830938914"
"166","10.001924740","localhost","localhost","TCP","270","49152  >  34752 [PSH, ACK] Seq=5292 Ack=1697 Win=512 Len=204 TSval=3830938914 TSecr=3830938914"
"167","10.001942942","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=5496 Ack=1697 Win=512 Len=1 TSval=3830938914 TSecr=3830938914"
"168","10.001958937","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1697 Ack=5497 Win=9340 Len=0 TSval=3830938914 TSecr=3830938914"
"169","11.379474645","localhost","localhost","TCP","128","34752  >  49152 [PSH, ACK] Seq=1697 Ack=5497 Win=9340 Len=62 TSval=3830940292 TSecr=3830938914"
